file,search_result
0385SahibIbnCabbadTalqani.MuhitFiLugha.JK009326-ara1, وقال غيره الطم العجب والرم تأكيد وهو الكبس أيضا والظليم والرجل يطم في سيره طميما وهو مضاؤه وخفته ويطم رأسه طما وطموما وطمم الطائر
0386AbuTalibMakki.QutQulub.JK009298-ara1, قال وركعتا الضحى تأتي على ذلك كله أو قال تجمعن لك ذلك وقد كان من سيرة المتقدمين دخول المسجد سحرا قبل طلوع الفجر والقعود فيه إلى
0386AbuTalibMakki.QutQulub.JK009298-ara1, وذكر وهب بن منبه أن ملكا من الملوك اعتل علة وكان حسن السيرة في أهل مملكته فأوحى الله تعالى إلى شعياء النبي صلى
0386AbuTalibMakki.QutQulub.JK009298-ara1, قال للرجل اذهب فائتني بمن يعرفك وقد كال من سيرة السوقة فيما سلف أنه كان للبائع دفتران للحساب أحدهما ترجمته
0386IbnAbiZaydQayrawani.NawadirWaZiyadat.Shamela0096257-ara1, قال أشهب فأما سيره معه ودعاءه له فلا يمنع منه قال ابن القاسم قال
0386IbnAbiZaydQayrawani.NawadirWaZiyadat.Shamela0096257-ara1, قال ابن المواز وقال أشهب يجزئه وقد أساء وهذه بعد هذا في باب سيرة السعاة ما يجمع من أصناف الماشية بعضه على بعض أو
0386IbnAbiZaydQayrawani.NawadirWaZiyadat.Shamela0096257-ara1, قال سحنون إذا كلفه البينة فلم يصدقه في سيرة السعاة في أخذ الصدقة وهل يؤخذ بها أحد في غير
0386IbnAbiZaydQayrawani.NawadirWaZiyadat.Shamela0096257-ara1, ذكر خروج السرية بغير إذن الإمام وكيف إن غنموا وللمبارزة باب / في سيرة الإمام في الغزو وما ينبغي في سفره من القول والعمل
0386IbnAbiZaydQayrawani.NawadirWaZiyadat.Shamela0096257-ara1, قال أصبغ قال ابن القاسم فى السيرة تبعث بأرض العدو على أن لها ثلث ما تغنم أو
0386IbnAbiZaydQayrawani.NawadirWaZiyadat.Shamela0096257-ara1, / ذكر بعض ما روى من السيرة فى مال الله عز وجل عن النبى صلى الله عليه
0386IbnAbiZaydQayrawani.NawadirWaZiyadat.Shamela0096257-ara1, قال ولما ولى عمر على بن أبى طالب سار فى قسم المال بالعراق سيرة عمر غير أنه لم يفاضل فيه بينهم قال وأخبره صأحب
0386IbnAbiZaydQayrawani.NawadirWaZiyadat.Shamela0096257-ara1, قال ابن الماجشون ولا تطع الجائر ولا تخدمه ولا تصدقه باب جامع في سيرة القاضي في غير شيء من أموره/ وشيء من ذكر العقل
0386IbnAbiZaydQayrawani.NawadirWaZiyadat.Shamela0096257-ara1, قال ابن حبيب عن مطرف ويؤرخ يوم سجنه قال في كتاب ابن المواز وكراؤه في سيره عليه في ماله في الزانى والمحارب فإن لم يكن له
0386IbnAbiZaydQayrawani.NawadirWaZiyadat.Shamela0096257-ara1, قال ابن حبيب في كتاب له أفرده في السيرة في الملحدين وكتب إليه يسأل عن قوم من البربر بالمغرب
0387IbnBattaCukbari.IbanaKubra.Shamela0008206-ara1, قال إن الشيطان ذئب الإنسان كذئب الغنم يأخذ السيرة والقاصية والناحية فإياكم والشعاب وعليكم بالجماعة والعامة والمسجد حدثنا محمد
0388AbuHasanIbnShah.Hadith.ShamAY0032814-ara1, قال قال رسول الله صلى الله عليه وسلم على أي سيرة شاء لا تقوى متق يزيده ولا فجور فاجر ينقصه حدثنا
0388AbuSulaymanKhattabi.GharibHadith.JK000239-ara1, وقال أبو عبيد القاسم بن سلام كان من سيرة بني أمية في الذمي يسلم أن يطالب بالجزية عن رأسه
0388AbuSulaymanKhattabi.MacalimSunan.Shamela0001442-ara1, قال الشيخ ونقل محمد بن إسحاق في سيره أن بشيرا لم يكن له ابنة يومئذ وفعل أبي بكر
0388Shabushti.Diyarat.Shamela0000589-ara1.completed, قال وقال المأمون يوما هل تعرفون رجلا يزيد على جميع أهل دهره نزاهة وحسن سيرة فذكر قوم ناسا فأطروهم فقال لم أرد هؤلاء فقال علي
0390IbnZakariyaNahrawani.JalisSalih.JK010552-ara1, يقول لأهل اليمن في سيرة ملوكهم فلما تقاربت أيامه وأشفى على انقضاء مدته وهو شمر
0390IbnZakariyaNahrawani.JalisSalih.JK010552-ara1, قال القاضي أوضع النقض سيره الرتكانا أنه يحمل على سرعة السير قال الله تعالى ولأوضعوا
0392IbnJinniMawsili.Khasais.JK001302-ara1.mARkdown, وقال خالد بن زهير فلا تغضبن من سيرة أنت سرتها فأول راض سيرة من يسيرها ورجنت الدابة بالمكان اذا اقامت فيه ورجنتها وعاب
0393IbnHammadJawhari.MuntakhabMinSihahJawhari.Shamela0028100-ara1, وقال الأصمعي الخجوج من الرياح الشديدة المر وقد خجخج ت واختج الجمل في سيره وذلك سرعة مع التواء خجخج الخجخجة الانقباض والاستخفاء خجل الخجل
0393IbnHammadJawhari.MuntakhabMinSihahJawhari.Shamela0028100-ara1, يقول البائع برئت إليك من الخراط أي الجماح وانخرط الفرس في سيره أي لج وانخرط علينا فلان إذ ااندرأ إذا اندرأ بالقول
0393IbnHammadJawhari.MuntakhabMinSihahJawhari.Shamela0028100-ara1, قال سر ودع عنك المراء والشك والسيرة الطريقة يقال سار بهم سيرة حسنة والسيرة أيضا الميرة والاستيار الامتيار والتسيار تفعال من السير
0393IbnHammadJawhari.MuntakhabMinSihahJawhari.Shamela0028100-ara1, وقال الفند الزماني بضرب فبه تأييم وتيتيم وإرنان ويقال في سيره يتم بالتحريك أي إبطاء وقال الشاعر عمرو بن شأس وإلا
0393IbnHammadJawhari.SihahTajLugha.Masaha000955Vols-ara1, وقال يعقوب حمر الخارز سيره وهو أن يسحى باطنه ويدهنه ثم يخرز به فيسهل والحمر
0393IbnHammadJawhari.SihahTajLugha.Masaha000955Vols-ara1, قال سر ودع عنك المراء والشك والسيرة الطريقة يقال سار بهم سيرة حسنة والسيرة أيضا الميرة والاستيار الامتيار قال الراجز أشكو إلى
0393IbnHammadJawhari.SihahTajLugha.Masaha000955Vols-ara1, قال الفراء العمران أبو بكر وعمر رضى الله عنهما قال وقال معاذ الهراء لقد قيل سيرة العمرين قبل عمر بن عبد العزيز لأنهم قالوا لعثمان رضى
0393IbnHammadJawhari.SihahTajLugha.Masaha000955Vols-ara1, يقول البائع برئت إليك من الخراط أى الجماح وانخرط الفرس فى سيره أى لج قال العجاج كالبربرى لج فى انخراط وانخرط علينا
0393IbnHammadJawhari.SihahTajLugha.Masaha000955Vols-ara1, وقال الفند الزمانى بضرب فيه تأييم وتيتيم وإرنان ويقال فى سيره يتم بالتحريك أى إبطاء وقال الشاعر عمرو بن شأس وإلا
0395AbuHilalCaskari.DiwanMacani.Shamela0006909-ara1.completed, يقول سواء عنده إذا طما في سيره أي إرتفع وإذا طمر أي وثب والأكم وهي المرتفعات من
0395IbnFarisQazwini.MucjamMaqayis.JK008008-ara1, قال الله تعالى ولا تصعر خدك للناس وهو من الصيعرية وهو اعتراض البعير في سيره والصيعرية سمة من سمات النوق في أعناقها ولعل فيها اعتراضا
0395IbnFarisQazwini.MucjamMaqayis.JK008008-ara1, وقال أبو عبيدة يقال فرس عاسل إذا اضطربت معرفته في سيره وخفق رأسه واطرد متنه هذا هو الصحيح غير المشكوك فيه
0395IbnFarisQazwini.MujmalLugha.Shamela0009252-ara1, وقال بعضهم إنما هو أتن ويقال ما في سيره أتم أي إبطاء أتن الأتان معروفة والجمع الأتن وجمع الجمع
0399IbnAbiZamanaynIlbiri.Tafsir.Tafsir02104-ara1, قال محمد معنى أسري به أي سيره ولا يكون السرى إلا ليلا وفيه لغتان سرى وأسرى يحيى
0400IbnHaddad.Afcal.Sham19Y0017667-ara1, قال أبو عثمان يقال ¬ ادعنكر فى سيره إذا أسرع قال الشاعر قد ادعنكرت بالفحش والسوء والأذى أميتها
0400IbnHaddad.Afcal.Sham19Y0017667-ara1, قال أبو زيد اذلعب الرجل اذلعبابا وهو الانطلاق فى جد واذلعب الرجل فى سيره وكله من النجاء والسرعة قال ناج أمام الركب مذلعب ¬ اذمقر
0400IbnHaddad.Afcal.Sham19Y0017667-ara1, قال صاحب العين ووكب أيضا فى سيره توكيبا إذا قارب خطوه ووكبت البسرة توكيبا إذا بدت فيها
0400IbnHusaynYamani.MudahatAmthal.Shamela0000674-ara1, قال برد بن أسيد لما ولى سليمان بن عبد الملك يزيد بن المهلب العراق فأحسن السيرة العامة لئن أورث الخيرات من هو أهلها لقد أورث الأشرار
0401AbuCubaydHarawi.Gharibayn.Sham19Y0016782-ara1, قال مجاهد هم الخدم وأصله من حفد يحفد إذا أسرع في سيره قال كثي حفد الولائد خولهن وأسلمت بأكفهن أزمة الأجمال أي
0401AbuCubaydHarawi.Gharibayn.Sham19Y0016782-ara1, قال ابن شميل خرط أي أرسل يقال خرط الباري إذا أرسله من سيره خرطم ومن رباعيه قوله سنسمه على الخرطوم قال ابن عرفة
0401AbuCubaydHarawi.Gharibayn.Sham19Y0016782-ara1, يقول سر سيرا سريعا وقد أملس في سيره إذا أسرع فيه ملص في حديث ابن عمر وسئل عن
0403AbuBakrBaqillani.IntisarQuran.Shamela0001397-ara1, ذكر في السيرة أن ولد نوح عليه السلام تفرقوا في الأرض وكانت الأرض
0403AbuBakrBaqillani.TamhidAwail.JK001262-ara1, ويقول ويحلف لهم في غير خطبة خطبها عليهم من فوق داره أنه أبصر الناس بأخذهم سيرة عمر وحملهم على عنف السياق وأنه ما بسطهم عليه إلا
0403IbnFaradi.TarikhCulamaAndalus.JK001462-ara1.mARkdown, قال لى عبد الله وقد ولى محمد بن عزرة القضاء بوادى الحجارة وكان حسن السيرة وقال خالد توفى رحمه الله سنة ثلاث عشرة وثلاث مائة
0407IbnMuhammadKharkushi.SharafMustafa.Shamela0023644-ara1, وقال الحاكم هو شيخ العرب في بلدنا ووصفه الحافظ الذهبي في سيره بالإمام الحافظ القدوة الأنبل سير أعلام النبلاء / تاريخ بغداد / المنتظم
0407IbnMuhammadKharkushi.SharafMustafa.Shamela0023644-ara1, قال ابن إسحاق نص عبارته كما في سيرة ابن هشام / قال ابن إسحاق وأما قنص ابن معد يعني
0407IbnMuhammadKharkushi.SharafMustafa.Shamela0023644-ara1, قال الحافظ الذهبي في سيره هو الإمام حافظ العصر قدوة المفسرين والمحدثين أحد أوعية العلم
0407IbnMuhammadKharkushi.SharafMustafa.Shamela0023644-ara1, ذكر الحصبة وأخرج ابن إسحاق في السيرة / قال حدثني يعقوب بن عتبة بن المغيرة بن الأخنس قال
0407IbnMuhammadKharkushi.SharafMustafa.Shamela0023644-ara1, وقال الحافظ ابن كثير في جزء السيرة من تاريخه هذه الطرق كالمتعاضدة على إثبات أصل القصة وقال
0407IbnMuhammadKharkushi.SharafMustafa.Shamela0023644-ara1, قال محققه ما بين المعكوفتين سقط من الأصل واستدرك من مطبوعة ابن عساكر قسم السيرة / وأخرجها ابن سعد في الطبقات / ومن طريقه ابن الجوزي في
0407IbnMuhammadKharkushi.SharafMustafa.Shamela0023644-ara1, قال الحافظ الذهبي في سيره الإمام الأوحد الحافظ المفتي شيخ خراسان الشافعي العابد سمع ابن
0407IbnMuhammadKharkushi.SharafMustafa.Shamela0023644-ara1, قال إبراهيم بن سعد أخرج حديثه ابن إسحاق في السيرة / ابن هشام وهو يومئذ أمير المؤمنين أمره عليها عمه معاوية
0407IbnMuhammadKharkushi.SharafMustafa.Shamela0023644-ara1, قال الحافظ الذهبي في سيره كان ذا حفظ وإتقان حدث عنه من القدماء أبو العباس
0407IbnMuhammadKharkushi.SharafMustafa.Shamela0023644-ara1, وقال ابن إسحاق في السيرة / ابن هشام حدثت أنهم وجدوا في المقام كتابا فيه مكة
0407IbnMuhammadKharkushi.SharafMustafa.Shamela0023644-ara1, وقال الحافظ في الفتح بلغ بها شيخنا في نظم السيرة زيادة على السبعين ووقع عند الحاكم في الإكليل أنها تزيد
0407IbnMuhammadKharkushi.SharafMustafa.Shamela0023644-ara1, ذكر حديث بدر انظر عنها في مغازي الواقدي / أنساب البلاذري / تاريخ ابن جرير / سيرة ابن هشام / كشف الأستار / دلائل البيهقي / مصنف ابن أبي شيبة
0407IbnMuhammadKharkushi.SharafMustafa.Shamela0023644-ara1, / وقال ابن إسحاق كما في سيرة ابن هشام / في جمادى الأولى سنة أربع وهو قول ابن
0407IbnMuhammadKharkushi.SharafMustafa.Shamela0023644-ara1, وقال ابن حزم في جوامع السيرة الصحيح أنها في الخامسة قوله ثم غزا صلى الله عليه
0407IbnMuhammadKharkushi.SharafMustafa.Shamela0023644-ara1, قال ابن إسحاق هو مسند عن المصنف بالإسناد السابق والخبر في السيرة / ابن هشام وتمامه بعد قولهما كثير البكاء إذا قرأ القرآن
0407IbnMuhammadKharkushi.SharafMustafa.Shamela0023644-ara1, قال محمد بن إسحاق هو مسند عن المصنف بالإسناد الماضي إلى ابن إسحاق وهو في السيرة / ابن هشام أوله عنده كان رسول الله صلى الله عليه
0407IbnMuhammadKharkushi.SharafMustafa.Shamela0023644-ara1, وقال لا تزيدن على ذلك أخرجه ابن سعد في الطبقات / أخرجه ابن إسحاق في السيرة فزاد فيه عن جده علي بن الحسين / ابن هشام قال
0407IbnMuhammadKharkushi.SharafMustafa.Shamela0023644-ara1, يقول يونس بن بكير عن ابن إسحاق أخرجه ابن هشام في السيرة / وروي أيضا عن قتادة قال الحافظ في الإصابة وكذا في
0407IbnMuhammadKharkushi.SharafMustafa.Shamela0023644-ara1, وقال الخطيب وغير واحد ثقة قال الحافظ الذهبي في سيره قال أبو الفضل السعدي والسكن ولده وأبو إسحاق الحبال توفي
0407IbnMuhammadKharkushi.SharafMustafa.Shamela0023644-ara1, قال الذهبي في سيره كان من العلماء العباد ذكروه في كتب معرفة الصحابة ولا
0407IbnMuhammadKharkushi.SharafMustafa.Shamela0023644-ara1, وقال في سيره إسناده ضعيف والمتن منكر قال أبو عاصم تحسين الترمذي ثابت
0407IbnMuhammadKharkushi.SharafMustafa.Shamela0023644-ara1, ذكر ورقة معه فيها رقم وانظر طرقها وألفاظها في سيرة ابن إسحاق / وطبقات ابن سعد / ودلائل البيهقي / وتاريخ ابن عساكر
0407IbnMuhammadKharkushi.SharafMustafa.Shamela0023644-ara1, قال الحافظ الذهبي في سيره بعد إخراج الحديث فمن أنكر ما فيها قوله مر ورقة
0411MuayyadAhmad.Tajrid.Zaydiyya0000267-ara1, وذكر أنه مروي عن محمد بن عبد الله صلوات الله عليه في سيره وهذا قوي إذ الإجماع حاصل على أن لا جزية على
0413AbuIshaqHusri.ZahrAdab.JK009230-ara1, وقال ابن ميادة الطويل لهم سيرة لم يعطها الله غيرهم وكل قضاء الله فهو مقسم هذا
0413ShaykhMufid.Amali.Shia001299-ara1, يقول العامل على غير بصيرة كالسائر على سراب بقيعة لا تزيده سرعة سيره إلا بعدا المجلس السادس ومما أملاه في يوم الأربعاء التاسع
0413ShaykhMufid.Ikhtisas.Shia001300-ara1, قال فأقام في ملكه سنة يدبره بأحسن تدبيره و أحسن سيرة فلما أن حال عليه الحول قال له إني أريد الانصراف
0413ShaykhMufid.Irshad.Masaha001842Vols-ara1, ذكر كثير من أصحاب السيرة أن في هذه الغزاة نزل على النبيص والعاديات ضبحا إلى
0413ShaykhMufid.Irshad.Masaha001842Vols-ara1, قال لا لم تحلف بالله فتلزمك كفارة وإنما حلفت بغيره وروى أهل السيرة وعلماء النقلة أن رجلا جاء إلى أمير المؤمنينعفقال له يا
0414AbuHayyanTawhidi.Basair.JK009288-ara1, يقول من كان له جار نبطي واحتاج إلى ثمنه فليبعه فإن كنت تطلب سيرة عمر رحمه الله فهذا حكمه وأمر له بألف درهم قال
0414AbuHayyanTawhidi.Basair.JK009288-ara1, قال وكيف حمدك له قال همه أمامه وسوطه لجامه ما ضرب قط إلا ظلما لسيره ولا استحث إلا للعادة في غيره فقال مثلك يا أبا
0414AbuHayyanTawhidi.Basair.JK009288-ara1, قال لو كنت أعلم بموضع النجاة ما كنت أولى بعظتي وما هو إلا أن أركب سيرة عمر بن الخطاب ولا يصلح عليها أحد من أهل هذا
0414AbuHayyanTawhidi.Basair.JK009288-ara1, قال أعرابي سيرة الصالح زينة لعقبه وحياة الفاجر فضيحة الدهر قال بعض الفرس
0414AbuHayyanTawhidi.Basair.JK009288-ara1, وقال وعلى أنا لو نفينا هذا الخبر وبهرجنا هذا المعنى وعدلنا أيضا عن السيرة المحكية والقصة المروية لكان فيما يوجبه حال نبي أتى من
0414AbuHayyanTawhidi.Basair.JK009288-ara1, قال ثعلب في المجالسات أشرف عبد الملك على أصحابه وهم يذكرون سيرة عمر رضي الله عنه فغاظه ذلك فقال حسبكم من ذكر
0415QadiCabdJabbar.SharhUsulKhamsa.Rafed0003424-ara1, قال أبو حنيفة لو لا سيرة أمير المؤمنين عليه السلام في أهل البغي ما كنا نعرف
0415QadiCabdJabbar.TathbitDalailNubuwwa.Shamela0009789-ara1.mARkdown, ذكر سيرة النصارى وليس الخصاء من شريعة التوراة ولا إباحة الزنا لتعلم
0415QadiCabdJabbar.TathbitDalailNubuwwa.Shamela0009789-ara1.mARkdown, قال قائل قد لعمري كان هذا من سيرة محمد صلى الله عليه وسلم وأفعاله وهو بخلاف سيرة حزمة
0415QadiCabdJabbar.TathbitDalailNubuwwa.Shamela0009789-ara1.mARkdown, قال قائل من الإمامية أنتم تزعمون أن عليا كان يرضى سيرة أبي بكر وعمر وقد قال له عبد الرحمن بن عوف
0420IbnMuhammadIbnFadala.Fawaid.Shamela0029750-ara1, قال قال رسول الله صلى الله عليه وسلم الرزق يأتي العبد في أي سيره شاء لا تقوى متق تزايده ولا فجور فاجر يناقصه بينه
0421AbuSacdAbi.NathrDurr.Shamela0007853-ara1.completed, قال لأنهما عيناه وأنا يمينه فهو يدفع بيمينه عن عينيه وكتب إلى ابن العباس حين سيره ابن الزبير إلى الطائف أما بعد قد بلغني أن ابن
0421AbuSacdAbi.NathrDurr.Shamela0007853-ara1.completed, وقال على المنبر لم تنصفونا يا معشر الرعية تريدون منا سيرة أبي بكر وعمر ولم تسيروا في أنفسكم ولا فينا بسيرة
0421AbuSacdAbi.NathrDurr.Shamela0007853-ara1.completed, قال بالمرصاد وكان الأعرابي عامر بن عبد قيس وكان ابن عامر سيره إليه سأل الحجاج أعرابيا عن أخيه محمد بن يوسف فقال
0421IbnMuhammadMarzuqi.SharhDiwanHamasa.Shamela0026536-ara1.completed, قال ليكن سيرك سير الراكب تكلف ورود الماء لخمس وليس في سيره قصد ولا قرب وقوله مثل ما سار راكب أي سيرا
0421IbnMuhammadMarzuqi.SharhDiwanHamasa.Shamela0026536-ara1.completed, قال أسير فيما أتركه من مالي سيرة أسلافي والناس قبلي يقال سار سيرة حسنة يشار بها إلى الحال في السيرة المعتادة ثم أجرى
0421IbnMuhammadMarzuqi.SharhDiwanHamasa.Shamela0026536-ara1.completed, وقال القطامي وسارت سيرة ترضيك منها يكاد وسيجها يشفي الصداعا وقوله وما وجد الأضياف
0421Miskawayh.HikmaKhalida.Kraken220603212436-ara1, قال أما للعلماء فلزوم السيرة المرتضاة وأما للشجاع فالظفر والعفو بعد الظفر سئل أيغير المال
0421Miskawayh.TahdhibAkhlaq.Shamela0012720-ara1.completed, يقول أن السعادة الإلهية وإن كانت كما ذكرناها من الشرف وسيرتها ألذ وأشرف من كل سيرة فإنها محتاجة إلى السعادات الأخر الخارجة لأن تظهر بها وإلا
0421Miskawayh.TahdhibAkhlaq.Shamela0012720-ara1.completed, يقول ما هذا معناه أن سيرة الإنسان ينبغي أن تكون سيرة محمودة لأنه يختار في كل ما يعرض له أفضل الأعمال
0421Miskawayh.TahdhibAkhlaq.Shamela0012720-ara1.completed, قال إذا كانت الأفعال هي ملاك السيرة كما قلنا فليس يكون أحد من السعداء شقيا لأنه ليس
0421Miskawayh.Tajarib.Shamela0012396BK1-ara1.completed, ذكر قطعة من سيرة أنوشروان وسياساته كتبتها على ما حكاه أنوشروان نفسه في كتاب
0421Miskawayh.Tajarib.Shamela0012396BK1-ara1.completed, ذكر بعض سيرة معاوية وآرائه ودهائه ما قاله عمر فيه كان عمر بن
0421Miskawayh.Tajarib.Shamela0012396BK1-ara1.completed, قال الرجل نعم بايعه وأقبل المختار يمنى الناس ويستجر مودتهم ومودة الأشراف ويحسن السيرة جهده وجاء ابن كامل وكان على شرطته فقال إن ابن
0421Miskawayh.Tajarib.Shamela0012396BK1-ara1.completed, قال فأوفد قتيبة هبيرة إلى الوليد فمات بقرية من فارس من سيرة قتيبة وكان من سيرة قتيبة إذا بعث طلائع الفرسان أو غيرهم أن يأمر بلوح
0421Miskawayh.Tajarib.Shamela0012396BK1-ara1.completed, ذكر بعض سيرة عمر بن عبد العزيز كان الجراح بن عبد الله لما
0421Miskawayh.Tajarib.Shamela0012396BK1-ara1.completed, وذكر سيرة بنى مروان وظلمهم وجعل يطعم الناس الطعام توافى إليه خلق
0421Miskawayh.Tajarib.Shamela0012396BK1-ara1.completed, ذكر بعض سيرة هشام حكى عقال بن شبة قال دخلت على هشام حين
0421Miskawayh.Tajarib.Shamela0012396BK1-ara1.completed, ذكر بعض سيره كان المهدى إذا جلس للمظالم قال أدخلوا على القضاة فلو
0421Miskawayh.Tajarib.Shamela0012396BK1-ara1.completed, ذكر بعض سيره ما كان من أمر عبد الله بن مالك مع الهادي
0421Miskawayh.Tajarib.Shamela0012396BK1-ara1.completed, ذكر بعض سيرة الرشيد ومستحسن أخباره ذكر عن يحيى بن خالد أنه ولى
0424AbuTalibYahyaHaruni.Amali.Zaydiyya0000229-ara1, قال حدثنا البغوي قال أنشدنا الجاحظ فلا تجزعن من سيرة أنت سرتها فأول راض سنة من يسيرها حدثنا أبو الفضل
0424AbuTalibYahyaHaruni.IfadaFiTarikhAimma.Zaydiyya0000088-ara1, يقول هل هي إلا سيرة علي أو النار وأرسل إلى عبد الحميد بن لاحق بأنه
0424AbuTalibYahyaHaruni.TaysirMatalib.Zaydiyya0000352-ara1, قال وحدثنا البغوي قال أنشدنا الجاحظ فلا تجزعن من سيرة أنت سرتها فأول راض سنة من يسيرها وبه قال حدثنا
0428AbuHusaynQuduri.Tajrid.Sham19Y0017768-ara1, وذكر أبو إسحاق الفزاري في سيره عن إسماعيل بن أمية عن سعيد بن أبي سعيد المقبري
0428AbuHusaynQuduri.Tajrid.Sham19Y0017768-ara1, ذكر أهل السيرة فلم يكن لهم في الخبر حجة لو سلم من التعارض
0428AbuHusaynQuduri.Tajrid.Sham19Y0017768-ara1, ذكر مذهبهم ومن عرف السيرة وما جرى عليه أمر الاختلاف علم أن العادة خلاف هذا
0428IbnSina.ShifaMantiq.JK010704-ara1.completed, يقول وهو يريد ذم إنسان إن السيرة الحسنة أولى من الغشم وإن العفاف أفضل من الفجور وأما
0429AbuMansurThacalibi.Jawahir.ShamAY0034066-ara1, قال عياض في شفاه فانظر رحمك الله سيرة نبينا محمد صلى الله عليه وسلم وخلقه في المال تجده
0429AbuMansurThacalibi.Jawahir.ShamAY0034066-ara1, قال قتادة السائلون هم قريش وقال ابن عباس هم أحبار اليهود ت وفي السيرة لابن هشام أن السائلين من أحبار اليهود حمل بن أبي
0429AbuMansurThacalibi.Jawahir.ShamAY0034066-ara1, قال مجاهد وغيره فنزلت هذه الاية مسلية ومعلمة ان هذه هى سيرة الله فى عباده اختبارا للمؤمنين ليعلم الصادق من الكاذب وحسب
0429AbuMansurThacalibi.Jawahir.ShamAY0034066-ara1, قال عياض في شفاه واما زهده ص فقد قدمنا من الاخبار اثناء هذه السيرة ما يكفي وحسبك من تقلله منها واعراضه عنها وعن زهرتها
0429AbuMansurThacalibi.Jawahir.ShamAY0034066-ara1, قال يبعث الله تبارك وتعالى يوم القيامة عبدين من عباده كانا على سيرة واحدة أحدهما مقتور عليه والآخر موسع عليه فيقبل المقتور عليه
0429AbuMansurThacalibi.Muntahal.Shamela0021105-ara1.mARkdown, وقال الحسن بن علي المطراني يا أحمد الأحمدين سيره فيهم وأزكاهم سريره ومن بهماته العوالي أضحت عيون العلا قريره
0429AbuMansurThacalibi.ThimarQulub.Shamela0006896-ara1.mARkdown, يقول أنصفونا يا معشر الرعية تريدون منا سيرة أبى بكر وعمر ولا تسيرون فينا ولا فى أنفسكم بسيرة
0429AbuMansurThacalibi.ThimarQulub.Shamela0006896-ara1.mARkdown, وقال البحترى إن الرعية لم تزل فى سيرة عمرية مذ ساسها المتوكل وقال بعض البلغاء وقد ذكر بعض
0429AbuMansurThacalibi.ThimarQulub.Shamela0006896-ara1.mARkdown, قال ابن مطران يستهدى الند يا أكرم الأكرمين سيرة نعم وأزكاهم سريرة ومن بهماته العوالى أضحت عيون العلا قريرة
0429AbuMansurThacalibi.YatimatDahr.Shamela0006743-ara1.mARkdown, يقول في سيره وقد وضح الصبح ألا رب واثق خجل كان نكاح إبليس
0429AbuMansurThacalibi.YatimatDahr.Shamela0006743-ara1.mARkdown, ذكر قديمه وحديثه وشرح سيره وحروبه وفتوحه فامتثل امره وافتتح كتابه المترجم بالتاجي الذي تقدم
0430AbuNucaymIsbahani.HilyatAwliya.JK000022-ara1.mARkdown, يقول سمعت سفيان الثوري يقول قال لي المهدي أبا عبدالله أصحبني حتى أسير فيكم سيرة العمرين قال قلت أما وهؤلاء جلساؤك فلا قال فإنك تكتب
0430AbuNucaymIsbahani.HilyatAwliya.JK000022-ara1.mARkdown, قال هو على سيره عندنا قبل أن يخرج وقد كان السرى يعرف بطيب الغذاء
0436HusaynSaymari.AkhbarAbiHanifa.Shamela0006651-ara1.completed, قال سمعت أبا حنيفة يقول من رغب عن سيرة علي رضي الله عنه في أهل القبلة فقد خاب وخسر
0436SharifMurtada.Amali.Masaha003390Vols-ara1, وقال ابن السكيت قال الأصمعى لرجل أسرع فى سيره كيف كان سيركفقال الشندخى بضم الشين مع الألف المقصورة وفى
0436SharifMurtada.ShafiFiImama.Shia003996Vols-ara1, ويقول قتلنا كافرا وأقدم على أبي ذر مع تقدمه حتى سيره إلى الربذة ونفاه بل قد روي أنه ضربه ثم من
0440AbuRayhanBiruni.AtharBaqiya.Kraken22101805430001-ara1, قال ال تد كالح القمر مكالمحة و ترهوه و اذا اسرع فى سيره مجاوزا لمنزلة او أبطأ عنها حتى راوه واالفرجة بين المنزلتين
0440AbuRayhanBiruni.Saydana.Kraken22101805430102-ara1, ذكر شده است و چتانكه سيره بيرونى است از مباحت لغوى و توصيفى در آن اثرى
0440AbuRayhanBiruni.TahqiqMaLilHind.JK010648-ara1, وقال من كان من الموتى متوسط السيرة فأنهم يركبون على مراكب معدة لهم في اخارون فأذا انتقم
0441IbnIflili.SharhShicrMutanabbi.ShamAY0000454-ara1, قال مبينا لما ذكره عنه قاد مقانب الخيل إلى أرض العدو مجتهدا في سيره مقتحما على تلك البلاد في غزوه فسار وأقصى شرب خيله
0444AbuCamrDani.BayanFiCaddAyyQuran.JK001013-ara1, قال فناقصني وناقصته حتى أقرأه في سبع & باب سيرة عثمان بن عفان رضي الله عنه & أخبرنا فارس بن أحمد
0444AbuCamrDani.BayanFiCaddAyyQuran.JK001013-ara1, قال كان أبي كعب يختم القرآن في ثمان & باب سيرة زيد بن ثابت رضي الله عنه & أخبرنا خلف بن إبراهيم
0444AbuCamrDani.BayanFiCaddAyyQuran.JK001013-ara1, قال أنا علي بن عاصم عن خالد عن أبي قلابة فذكر نحوه & باب سيرة معاذ بن جبل رضي الله عنه & أخبرنا أبو الفتح الضرير
0444AbuCamrDani.BayanFiCaddAyyQuran.JK001013-ara1, قال فكان يقرأه كذلك حتى توفي & باب سيرة علقمة بن قيس رضي الله عنه & أخبرنا ابن عفان قال
0444AbuCamrDani.BayanFiCaddAyyQuran.JK001013-ara1, قال أنا جرير عن منصور عن إبراهيم قال كان علقمة يختم القرآن في خمس & باب سيرة الأسود بن يزيد رضي الله عنه & أخبرنا ابن خاقان قال
